Supplier Name,Supplier ID,Product,Product ID,Product Quantity,Price per Product,Address,State,Phone Number,City,Email,Payment Status,Date
Deo Ltd,2051,Frozen French Fries,P005,437,366.61,"H.No. 728, Samra Marg, Chinsurah-162719",Chhattisgarh,06935910024,Noida,veer34@yahoo.com,Payment Paid,2022-03-14
Ratta-Buch,7890,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,232,251.36,"H.No. 552, Goswami Ganj, Gandhinagar 278959",West Bengal,3128254115,Ahmednagar,sanabalay@basak-chadha.com,Payment Paid,2023-02-07
"Grover, Sidhu and Varma",7683,Milk or Milk Powder,P013,359,263.86,"H.No. 314, Dutt Street, Singrauli-026620",Mizoram,01188538145,Rohtak,godaaarav@hotmail.com,Payment Paid,2020-01-11
Deo Ltd,1778,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,219,39.86,"13/992, Gill Marg, Jammu 489019",Manipur,9262773461,Nandyal,indrans11@yahoo.com,Payment Paid,2020-04-28
Sehgal and Sons,3794,Ice Cream,P002,91,285.16,"H.No. 03, Srinivas Chowk, Coimbatore-144328",Arunachal Pradesh,7856859397,Jaunpur,bakshibiju@mannan.com,Payment Pending,2023-07-06
Sehgal and Sons,6954,Pickles,P018,467,104.13,"19/07, Biswas Ganj, Kirari Suleman Nagar 385671",Nagaland,6078839183,Machilipatnam,ira53@gmail.com,Payment Pending,2022-11-03
"Bali, Iyer and Lad",9259,Whipping Cream,P016,396,365.77,"H.No. 51, Ratta Street, Muzaffarpur-956171",Meghalaya,+916374015998,Sambhal,tarajivika@banik.com,Payment Paid,2023-08-27
Sehgal and Sons,7205,Frozen Mixed Vegetables,P009,371,101.92,"503, Bandi Nagar, Satna 762528",Assam,6472415094,Bhagalpur,heer79@gmail.com,Payment Pending,2023-10-31
"Sem, Mann and Karnik",2657,Frozen French Fries,P005,48,227.07,"390, Ramaswamy Nagar, Khora -474733",Manipur,09128724105,Indore,fateh37@gmail.com,Payment Pending,2020-07-25
"Tella, Andra and Grover",8531,Yogurt or Curd,P012,348,89.53,"59/017, Suri Road, Raebareli 147474",Jharkhand,+916646319873,Guwahati,madanonkar@jain-grover.com,Payment Paid,2020-11-22
"Tella, Andra and Grover",3444,Green Peas,P004,436,144.17,"541, Dara Marg, Durgapur-588324",Assam,+913878089550,Dibrugarh,oorja26@gmail.com,Payment Paid,2020-06-01
Sehgal and Sons,1008,Frozen Mixed Vegetables,P009,383,322.09,"96/256, Kaur Chowk, Thanjavur-555657",Arunachal Pradesh,+914635352062,Thiruvananthapuram,akarshmangat@hotmail.com,Payment Paid,2022-05-03
Sehgal and Sons,4563,Chicken Nuggets,P010,304,289.84,"39, Talwar Road, Karimnagar-571915",Sikkim,05555628231,Ambala,vigyuvaan@yahoo.com,Payment Paid,2023-10-25
Swaminathan and Sons,3830,Cheese Slices or Blocks,P006,483,197.92,"886, Boase Road, Gwalior-099167",Rajasthan,+916492965514,Mau,darshitdesai@gmail.com,Payment Pending,2023-05-22
Bera-Dani,6148,Whipping Cream,P016,482,486.72,"61/897, Chadha Chowk, Jammu-261240",Assam,+919017941054,Barasat,advik65@chakraborty-loyal.com,Payment Paid,2022-06-13
Bera-Dani,8574,Ice Cream,P002,445,490.03,"472, Srinivas Ganj, North Dumdum-529347",Maharashtra,+915752151918,Vadodara,kakaraayush@badami.info,Payment Pending,2021-05-05
Chana-Sankar,7684,Cheese Slices or Blocks,P006,417,339.94,"H.No. 406, Varkey Circle, Bokaro-368682",Tamil Nadu,05907966880,Bhiwandi,doshimiraya@ramachandran-sankar.net,Payment Paid,2020-03-22
"Tella, Andra and Grover",1401,Chicken Nuggets,P010,350,131.85,"H.No. 345, Ratta, Amaravati 397971",Telangana,+913171313584,Saharanpur,myrakulkarni@kala.com,Payment Pending,2020-01-23
Sehgal and Sons,3560,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,135,362.09,"22, Srinivasan Path, Nizamabad 219779",Chhattisgarh,+919298758857,Narasaraopet,aradhya01@kannan.com,Payment Pending,2022-05-08
"Bali, Iyer and Lad",4262,Ice Cream,P002,41,183.79,"48, Sha Chowk, Hubli–Dharwad-840632",Andhra Pradesh,8052518927,Kolhapur,idass@gmail.com,Payment Paid,2021-07-04
"Sem, Mann and Karnik",5571,Frozen Mixed Vegetables,P009,191,142.06,"H.No. 218, Kibe Marg, Bardhaman 112644",Punjab,7832472150,Hyderabad,ishita32@yahoo.com,Payment Pending,2022-04-05
Chana-Sankar,5981,Ice Cream,P002,128,449.79,"67/625, Dugal, Proddatur 616039",Madhya Pradesh,03084601996,Chapra,kiaan18@yahoo.com,Payment Paid,2021-09-03
"Grover, Sidhu and Varma",4824,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,160,139.47,"H.No. 35, Khanna Street, Sagar-642590",Tripura,+913176107570,Gandhidham,tarinijohal@hotmail.com,Payment Paid,2022-07-16
"Grover, Sidhu and Varma",8548,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,103,25.74,"H.No. 564, Sharaf Path, Gorakhpur-526243",Assam,05746974364,Sri Ganganagar,samarthhari@dash-sama.biz,Payment Pending,2022-03-30
Ratta-Buch,7110,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,213,93.17,"H.No. 61, Yogi Marg, Warangal-524350",Telangana,4163886598,Begusarai,saurora@manne.biz,Payment Paid,2020-10-05
Bera-Dani,7002,Cheese Slices or Blocks,P006,116,465.62,"49/994, Khare, Haridwar-669092",Bihar,08681877283,Khammam,dixitnirvaan@yahoo.com,Payment Pending,2021-12-20
"Tella, Andra and Grover",5286,Butter,P007,427,324.7,"H.No. 033, Grover Chowk, Malegaon-695502",Chhattisgarh,01252925601,Bhubaneswar,alisha98@dara.org,Payment Pending,2022-09-29
"Bali, Iyer and Lad",3424,Green Peas,P004,394,197.11,"H.No. 058, Uppal Nagar, Hapur 388658",West Bengal,1750988651,Avadi,bijumandal@gmail.com,Payment Paid,2023-07-21
"Grover, Sidhu and Varma",4159,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,121,257.8,"H.No. 198, Thaker Circle, Kurnool-152066",Maharashtra,6625186979,Faridabad,lahuja@chakrabarti.com,Payment Pending,2023-12-15
Deo Ltd,8692,Whipping Cream,P016,441,211.96,"H.No. 49, Ramachandran Street, Bhiwani 212579",Meghalaya,+916259911391,Amravati,bchacko@shere-mallick.com,Payment Pending,2023-10-25
Deo Ltd,9325,Frozen Fish Fillets,P011,15,84.7,"H.No. 05, Tata Street, Pudukkottai 386490",Bihar,04492479139,Sonipat,sarrafzain@yahoo.com,Payment Paid,2022-01-26
Ratta-Buch,5046,Chicken Nuggets,P010,278,148.48,"H.No. 465, Dash Zila, Ahmednagar-934595",Tripura,06787026821,Mirzapur,renee62@yahoo.com,Payment Pending,2022-11-08
"Grover, Sidhu and Varma",4568,Frozen Fish Fillets,P011,316,330.88,"348, Anne Chowk, Rohtak-514494",Assam,07750731412,Amroha,sastryfateh@yahoo.com,Payment Pending,2022-03-26
"Grover, Sidhu and Varma",3601,Butter,P007,40,227.58,"90/51, Dutta Road, Tiruchirappalli-029785",Gujarat,1802661189,Hyderabad,siyakar@garg.com,Payment Paid,2021-10-20
"Tella, Andra and Grover",8882,Rice or Pasta,P020,411,216.65,"H.No. 043, Swaminathan Chowk, Burhanpur-524735",Punjab,+919879657954,Lucknow,pbalakrishnan@hotmail.com,Payment Paid,2021-09-20
Sehgal and Sons,8068,Frozen Mixed Vegetables,P009,113,460.84,"88/729, Biswas Road, Raichur-607404",Manipur,02791214413,Chapra,devisaanvi@ramaswamy.com,Payment Pending,2023-11-15
"Grover, Sidhu and Varma",8624,Milk or Milk Powder,P013,254,18.52,"81/819, Borde Nagar, Jamshedpur-683074",Telangana,07843224684,Sambalpur,kotashlok@gmail.com,Payment Paid,2023-11-28
Ratta-Buch,6954,Pickles,P018,413,150.86,"40/148, Das Path, Sangli-Miraj & Kupwad-407822",Arunachal Pradesh,06759200509,Secunderabad,obandi@comar.com,Payment Pending,2021-02-09
Swaminathan and Sons,3997,Green Peas,P004,487,406.46,"H.No. 586, Wali Marg, Secunderabad 776504",Odisha,+915779924564,Bijapur,doraaniruddh@gmail.com,Payment Pending,2023-03-10
Sehgal and Sons,8806,Ice Cream,P002,213,274.33,"H.No. 554, Comar Path, Satna 984196",Mizoram,06468246924,Avadi,keyakohli@malhotra-batta.org,Payment Paid,2020-12-16
"Sem, Mann and Karnik",3334,"Pulp (e.g., mango, guava, or tomato pulp)",P003,221,357.88,"082, Mallick, Kurnool 783903",Jharkhand,+919515680737,Tumkur,karaaaryahi@gmail.com,Payment Paid,2023-07-26
"Grover, Sidhu and Varma",3865,Juice Concentrates (like orange or cranberry),P014,335,422.65,"H.No. 87, Tara Ganj, Katihar 810963",Nagaland,4638567527,Amroha,vreddy@yahoo.com,Payment Pending,2020-10-13
Ratta-Buch,2919,Sweet Corn,P001,40,20.73,"919, Dutt Street, Khammam-502636",Gujarat,+919604335959,Chinsurah,eshani53@rana-bawa.info,Payment Pending,2022-01-16
"Grover, Sidhu and Varma",7517,Yogurt or Curd,P012,41,254.03,"H.No. 83, Guha Circle, Raiganj-993786",Himachal Pradesh,3289757023,Etawah,nvaidya@gmail.com,Payment Pending,2023-06-06
Deo Ltd,2474,Paneer (Cottage Cheese),P008,340,331.76,"H.No. 15, Singh Chowk, Kamarhati-521762",Tripura,02233582105,Siwan,fagate@kohli.com,Payment Paid,2020-09-21
Ratta-Buch,8981,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,229,224.8,"87/827, Kalla Street, Proddatur 135572",Madhya Pradesh,8471695053,Amravati,borajayant@hotmail.com,Payment Pending,2020-09-16
"Sem, Mann and Karnik",5322,Frozen French Fries,P005,90,314.0,"H.No. 47, Rege Chowk, Etawah-755504",West Bengal,04887773500,Hindupur,golaritvik@chada.com,Payment Paid,2020-06-08
Ratta-Buch,9418,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,94,257.35,"88/40, Baria Road, Thiruvananthapuram-953688",Punjab,3254374939,Berhampore,wbath@venkataraman.org,Payment Pending,2021-01-24
Chana-Sankar,3443,Whipping Cream,P016,127,465.54,"70/86, Soman Chowk, Anantapur 386433",Telangana,1364596413,Bally,hansuthkarsh@ratti.info,Payment Paid,2022-10-22
Ratta-Buch,4096,Cheese Slices or Blocks,P006,71,430.11,"948, Walla Road, Dibrugarh-830535",Nagaland,+913904685421,Tirunelveli,anviwarrior@yahoo.com,Payment Pending,2021-10-16
Chana-Sankar,3183,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,345,358.48,"34/151, Kapadia Street, Karawal Nagar-666370",Chhattisgarh,07642176927,Shahjahanpur,emirsoman@yahoo.com,Payment Pending,2022-05-08
Chana-Sankar,6260,Yogurt or Curd,P012,408,69.52,"40, Apte Street, Ludhiana 215842",Gujarat,3628660826,Shahjahanpur,madhavsekhon@mann.net,Payment Paid,2021-07-19
"Grover, Sidhu and Varma",1921,Rice or Pasta,P020,315,157.93,"53, Ramakrishnan Chowk, Kirari Suleman Nagar-569022",Bihar,04547190708,Bhatpara,urvi79@gmail.com,Payment Pending,2020-08-06
Chana-Sankar,4014,Chicken Nuggets,P010,208,72.18,"84/202, Sarna Street, Varanasi-234394",Manipur,9738314172,Kanpur,aniruddhshenoy@barad.net,Payment Paid,2020-07-21
"Tella, Andra and Grover",9196,Pickles,P018,313,135.1,"35/985, De Nagar, Sri Ganganagar-647906",Haryana,7980197175,Latur,kavyakashyap@sood-bahri.biz,Payment Paid,2020-09-12
"Sem, Mann and Karnik",9657,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,135,17.57,"46/99, Sankar, Ludhiana 226100",Jharkhand,5821541719,Jaunpur,oratti@badal.org,Payment Paid,2020-12-19
Deo Ltd,9368,Juice Concentrates (like orange or cranberry),P014,219,334.19,"39/600, Raman Chowk, Hajipur 413569",Goa,+915200037050,Surendranagar Dudhrej,gopalkiaan@atwal.org,Payment Pending,2023-03-04
"Bali, Iyer and Lad",2947,Yogurt or Curd,P012,439,375.25,"H.No. 87, Dutt Nagar, Adoni-530576",Manipur,6902171750,Kharagpur,eshani17@saxena.com,Payment Pending,2023-02-14
"Bali, Iyer and Lad",2354,Juice Concentrates (like orange or cranberry),P014,204,435.08,"59/83, Seth Zila, Mehsana 392286",Uttarakhand,3269644897,Nanded,eswamy@gmail.com,Payment Paid,2021-05-31
"Grover, Sidhu and Varma",9019,Juice Concentrates (like orange or cranberry),P014,379,75.51,"68/62, Dani Zila, Khammam 921836",Andhra Pradesh,07151360124,Kolhapur,sarkarvardaniya@yahoo.com,Payment Paid,2022-07-19
Deo Ltd,1093,Frozen Fish Fillets,P011,121,265.31,"28, Shanker Marg, Bilaspur 538766",Telangana,0972038051,Haridwar,jainamira@jain.com,Payment Paid,2020-08-11
"Grover, Sidhu and Varma",9498,Sweet Corn,P001,281,471.19,"971, Gola Path, Etawah 595040",Assam,9482283314,Erode,nitarasani@gmail.com,Payment Pending,2023-09-18
"Tella, Andra and Grover",8630,"Frozen Berries (e.g., strawberries, blueberries)",P015,128,220.0,"538, Swaminathan Ganj, Jabalpur-214099",Manipur,1524861519,Pudukkottai,rajananvi@hotmail.com,Payment Paid,2021-06-15
Sehgal and Sons,7719,Yogurt or Curd,P012,250,334.81,"H.No. 06, Dash Circle, Ranchi 203300",Madhya Pradesh,08554909669,Chandigarh,settyshray@gmail.com,Payment Pending,2022-02-20
Chana-Sankar,7303,Paneer (Cottage Cheese),P008,49,215.56,"H.No. 500, Chander, Jammu 737891",Chhattisgarh,00950204120,Ujjain,lakshayborah@hotmail.com,Payment Paid,2023-02-17
"Bali, Iyer and Lad",1603,Paneer (Cottage Cheese),P008,382,42.74,"22, Chadha Road, Tinsukia 315556",Maharashtra,6829848312,Darbhanga,shahfateh@hotmail.com,Payment Paid,2021-11-16
"Bali, Iyer and Lad",9854,"Pulp (e.g., mango, guava, or tomato pulp)",P003,431,43.46,"H.No. 83, Kale Road, Gorakhpur 801384",Assam,06612141527,Jehanabad,vaibhav88@sharma-agarwal.net,Payment Pending,2020-01-11
Bera-Dani,3866,Butter,P007,426,308.0,"H.No. 79, Sandhu Street, Karaikudi 726077",Tripura,04129752997,Asansol,jayantbajaj@hotmail.com,Payment Pending,2020-05-02
Ratta-Buch,1430,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,323,40.27,"56/37, Badami Street, Nandyal 743202",Haryana,08324181593,Raiganj,nwadhwa@yahoo.com,Payment Paid,2022-07-16
Chana-Sankar,7585,Juice Concentrates (like orange or cranberry),P014,223,495.41,"H.No. 68, Mallick Marg, Tirupati 508934",Sikkim,3549319440,Sangli-Miraj & Kupwad,zainbutala@hotmail.com,Payment Paid,2020-07-30
Swaminathan and Sons,7479,Frozen French Fries,P005,160,438.94,"932, Sem Ganj, Aurangabad-644907",Uttar Pradesh,0634928967,Thiruvananthapuram,gkara@shukla.com,Payment Pending,2023-01-01
Chana-Sankar,1287,Juice Concentrates (like orange or cranberry),P014,203,39.94,"44/853, Reddy Ganj, Dharmavaram 343056",Gujarat,04012840323,Serampore,vanya73@yahoo.com,Payment Pending,2023-06-18
"Grover, Sidhu and Varma",6109,Whipping Cream,P016,323,376.62,"741, Kumar Nagar, Orai-659674",Gujarat,8986971487,Darbhanga,akarshkar@goyal.com,Payment Pending,2020-11-27
Bera-Dani,1687,Rice or Pasta,P020,337,260.1,"H.No. 775, Balasubramanian Circle, Mysore-752343",Punjab,09135838018,Rampur,nitarachandra@gmail.com,Payment Pending,2022-11-01
Deo Ltd,1515,Paneer (Cottage Cheese),P008,384,289.67,"H.No. 564, Sampath Circle, Gaya-289725",Arunachal Pradesh,8772758564,Dindigul,arhaan76@yahoo.com,Payment Paid,2023-12-30
Ratta-Buch,3691,Ice Cream,P002,331,311.72,"72/62, Saran Zila, Anand-595933",Nagaland,6387416277,Nagercoil,kashvibassi@doctor-varty.com,Payment Paid,2022-05-24
Ratta-Buch,5229,Yogurt or Curd,P012,242,35.44,"62, Bhalla Street, Eluru-727208",Odisha,+915385295432,Kakinada,chahalshlok@varty-bera.com,Payment Pending,2021-07-31
"Bali, Iyer and Lad",3790,Chicken Nuggets,P010,321,375.42,"H.No. 72, Chaudhary Road, Bangalore 602095",Manipur,09495058343,Katni,gdate@balay-sunder.com,Payment Paid,2023-06-01
"Grover, Sidhu and Varma",7638,Ice Cream,P002,254,147.49,"43/082, Kar Street, Saharanpur-242294",Tripura,3012130630,Hazaribagh,sathelavanya@badal.biz,Payment Paid,2023-08-28
Deo Ltd,3710,Butter,P007,38,444.44,"H.No. 84, Buch Nagar, Varanasi-533202",Odisha,+919584345955,Ongole,uandra@rama-karan.com,Payment Paid,2020-11-08
Ratta-Buch,1123,"Frozen Berries (e.g., strawberries, blueberries)",P015,446,399.32,"44/477, Dada, Shivpuri-623123",Tamil Nadu,5811319905,Anantapur,hridaan19@gmail.com,Payment Paid,2021-05-15
Deo Ltd,3003,Frozen Mixed Vegetables,P009,403,39.4,"165, Lata Marg, Fatehpur 871769",West Bengal,09481895960,Ballia,shayakray@gmail.com,Payment Paid,2022-10-16
Ratta-Buch,8722,"Sauces (like tomato ketchup, chili sauce, or soy sauce)",P019,328,364.5,"57/28, Varughese Street, Muzaffarpur 226884",Meghalaya,7615705222,Mahbubnagar,pari96@kumar.com,Payment Pending,2021-05-03
Sehgal and Sons,6125,Frozen Mixed Vegetables,P009,384,334.52,"56/17, Agate Street, Burhanpur 159862",Mizoram,02311031431,Panvel,ksen@kashyap.com,Payment Pending,2022-06-22
"Tella, Andra and Grover",9243,Frozen Fish Fillets,P011,205,54.66,"H.No. 37, Varma, Karawal Nagar-305205",Mizoram,+910245076712,Kurnool,berazara@mand.info,Payment Pending,2020-05-01
Sehgal and Sons,2700,Milk or Milk Powder,P013,483,109.76,"83/74, Chander Ganj, Rewa 837924",West Bengal,9906897899,Medininagar,qbhakta@gmail.com,Payment Paid,2021-01-27
Chana-Sankar,5673,Butter,P007,299,141.85,"83, Malhotra Street, Junagadh-517952",Meghalaya,+912040490611,Ludhiana,jkapur@sathe-balasubramanian.net,Payment Paid,2020-07-31
"Bali, Iyer and Lad",4870,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,401,299.38,"H.No. 76, Comar Road, Bahraich-329382",Kerala,+912061142407,Suryapet,qandra@soman-vaidya.com,Payment Paid,2021-06-11
Ratta-Buch,9618,Frozen French Fries,P005,226,477.55,"H.No. 85, Sankaran Circle, Ludhiana 540935",Sikkim,05692838749,Gandhidham,sarinjayesh@rama.com,Payment Pending,2022-03-01
"Grover, Sidhu and Varma",9465,Frozen Mixed Vegetables,P009,278,53.14,"H.No. 843, Verma Road, Surendranagar Dudhrej-856414",Uttar Pradesh,06944886365,Ranchi,kavya62@bhalla-gole.org,Payment Paid,2020-06-21
Chana-Sankar,1459,Yogurt or Curd,P012,275,496.97,"41, Bhardwaj Circle, Muzaffarpur-687380",Mizoram,+917453681620,Surat,veerkota@ray.info,Payment Pending,2023-05-31
Deo Ltd,6096,"Frozen Berries (e.g., strawberries, blueberries)",P015,203,471.17,"28, Chandra Path, Kottayam-480123",Haryana,+911100232015,Salem,ishaan45@chand-dyal.info,Payment Paid,2021-12-17
"Grover, Sidhu and Varma",4423,Whipping Cream,P016,47,104.19,"H.No. 139, Zacharia Path, Mathura 780519",Assam,+911981291543,Gangtok,nbala@hotmail.com,Payment Pending,2020-05-10
Deo Ltd,7646,Pickles,P018,397,37.07,"59/237, Keer Path, Srikakulam-057949",Mizoram,+915190590953,Jamalpur,umangwali@datta-dhingra.com,Payment Paid,2021-04-10
Bera-Dani,9354,"Pulp (e.g., mango, guava, or tomato pulp)",P003,399,262.3,"H.No. 542, Char Marg, Coimbatore 450083",Telangana,+914514493634,Medininagar,hiranhora@yahoo.com,Payment Paid,2022-03-05
Swaminathan and Sons,6650,Rice or Pasta,P020,420,442.96,"H.No. 37, Gole Zila, Sangli-Miraj & Kupwad 142401",Odisha,01835265525,Danapur,lbatta@sarin.info,Payment Pending,2021-03-24
Sehgal and Sons,4310,Rice or Pasta,P020,20,334.35,"89/237, Khanna Nagar, Surat-659816",Punjab,05443722178,Nashik,fcherian@yahoo.com,Payment Pending,2021-02-23
Deo Ltd,6790,"Pulp (e.g., mango, guava, or tomato pulp)",P003,397,237.1,"H.No. 854, Ravel Street, Gulbarga 910091",Sikkim,4145083959,Malegaon,hridaanbuch@gmail.com,Payment Pending,2021-01-15
Ratta-Buch,9674,Paneer (Cottage Cheese),P008,125,27.92,"H.No. 918, Chada Circle, Motihari 668051",Assam,+913901579256,Medininagar,mishti88@sahota.com,Payment Paid,2020-07-01
"Bali, Iyer and Lad",9628,Ice Cream,P002,488,15.24,"28/477, D’Alia Chowk, Ramgarh 030277",Chhattisgarh,9232103197,Jhansi,dadamamooty@walla.com,Payment Pending,2023-10-23
"Grover, Sidhu and Varma",2003,Frozen Fish Fillets,P011,280,174.52,"H.No. 393, Zachariah Zila, Khora -879928",West Bengal,07124414531,Bahraich,dharmajanbabu@yahoo.com,Payment Paid,2023-02-18
"Bali, Iyer and Lad",3297,"Frozen Berries (e.g., strawberries, blueberries)",P015,390,179.33,"278, Srivastava Circle, Amaravati 759744",Uttarakhand,+915677481468,Durgapur,heer86@solanki.com,Payment Paid,2021-02-07
"Sem, Mann and Karnik",6742,Paneer (Cottage Cheese),P008,165,12.18,"12/27, Sachar, Lucknow-244157",Odisha,2371077229,Panchkula,fkonda@hotmail.com,Payment Pending,2023-03-25
"Sem, Mann and Karnik",7091,Yogurt or Curd,P012,178,97.64,"81/44, Kade Chowk, Tezpur 886805",Chhattisgarh,07498329954,Bijapur,azadkhosla@bose.com,Payment Pending,2020-08-21
"Grover, Sidhu and Varma",2052,Frozen French Fries,P005,210,151.22,"H.No. 929, Loke, Anand-386727",Jharkhand,+918670578023,Gangtok,divanjayant@jhaveri.biz,Payment Pending,2022-11-24
Ratta-Buch,1180,"Pulp (e.g., mango, guava, or tomato pulp)",P003,58,11.55,"H.No. 87, Dara Zila, Akola-399841",Chhattisgarh,+914940751746,Rampur,ganeshtejas@setty.com,Payment Paid,2023-12-23
"Sem, Mann and Karnik",8189,Cheese Slices or Blocks,P006,349,154.27,"97/515, Shankar Ganj, Karawal Nagar-523001",Tamil Nadu,09912403894,Sultan Pur Majra,zeeshan83@chanda-jain.com,Payment Paid,2023-04-12
Chana-Sankar,2174,"Pulp (e.g., mango, guava, or tomato pulp)",P003,144,400.12,"34/147, Savant Street, Bathinda-164133",Chhattisgarh,+913943434954,Kurnool,bhavinkaur@char.com,Payment Paid,2022-01-30
"Tella, Andra and Grover",3943,Yogurt or Curd,P012,15,43.43,"83/874, Krish Path, Jalgaon 533009",Uttarakhand,+911024158902,Hyderabad,ksridhar@kar.com,Payment Paid,2020-08-05
"Sem, Mann and Karnik",2379,Yogurt or Curd,P012,241,30.14,"H.No. 923, Ghose Circle, Haldia 936816",Jharkhand,04492509508,Jaipur,dmallick@krishnamurthy.org,Payment Paid,2021-05-26
Sehgal and Sons,6448,Frozen French Fries,P005,231,360.21,"H.No. 436, Master Street, Gorakhpur-981015",Mizoram,08244023543,Rohtak,mannanahana@gala.com,Payment Pending,2021-07-13
Ratta-Buch,2794,Frozen French Fries,P005,319,495.93,"25, Bala Road, Unnao 211906",Mizoram,+919668877832,Dehri,shlok79@gola.com,Payment Paid,2022-07-25
Ratta-Buch,8216,Whipping Cream,P016,165,301.61,"H.No. 72, Ray Ganj, Jhansi 064790",Himachal Pradesh,09800077814,Dharmavaram,veerkanda@yahoo.com,Payment Paid,2020-09-19
Swaminathan and Sons,7992,Butter,P007,156,433.84,"H.No. 22, Sachdeva Marg, Arrah 680289",Kerala,05286296507,Udupi,aainarajagopalan@yahoo.com,Payment Pending,2023-05-06
"Grover, Sidhu and Varma",4861,Cheese Slices or Blocks,P006,174,97.87,"H.No. 923, Khosla Road, Satna-747242",Maharashtra,+919034430850,Sasaram,balasubramanianvidur@krishnan.com,Payment Paid,2021-09-19
Chana-Sankar,6991,"Dry Fruits (e.g., almonds, cashews, raisins)",P017,356,340.7,"21/984, Varma Ganj, Mango 757228",Jharkhand,7986032088,Jorhat,zara72@gmail.com,Payment Pending,2021-02-14
Chana-Sankar,4186,Paneer (Cottage Cheese),P008,92,247.69,"241, Shere Street, Medininagar-259931",Chhattisgarh,0833626685,Jhansi,sarkartaimur@hotmail.com,Payment Pending,2023-12-13
Bera-Dani,4567,Butter,P007,73,400.26,"H.No. 103, Batra Nagar, Darbhanga 078461",Manipur,3725922517,Darbhanga,ramaaniruddh@yahoo.com,Payment Paid,2020-11-24
Swaminathan and Sons,2051,Green Peas,P004,211,179.66,"73, Aurora Zila, Bokaro 547851",Jharkhand,00822751898,Raiganj,achad@yahoo.com,Payment Paid,2020-12-30
"Grover, Sidhu and Varma",5666,Yogurt or Curd,P012,127,221.63,"02/175, Chaudry Road, Bhind-860841",Uttarakhand,+914695506487,Secunderabad,dasanvi@kaur.com,Payment Paid,2020-01-22
Swaminathan and Sons,2845,Sweet Corn,P001,366,267.72,"16/96, Batta Ganj, Anand 977606",Andhra Pradesh,4188760239,Morena,agarwalanvi@hotmail.com,Payment Pending,2023-11-04
Bera-Dani,4969,Butter,P007,163,138.66,"H.No. 30, Lata Road, Nadiad-923409",Sikkim,+918892953595,Guwahati,bbava@gmail.com,Payment Pending,2020-03-21
"Bali, Iyer and Lad",6495,Frozen French Fries,P005,495,338.5,"11/192, Sane Zila, Maheshtala 322185",Andhra Pradesh,06483118403,Ghaziabad,guptabhavin@gmail.com,Payment Paid,2022-07-25
"Sem, Mann and Karnik",5065,"Frozen Berries (e.g., strawberries, blueberries)",P015,65,462.58,"78, Swaminathan Chowk, Asansol 441046",Punjab,03020232542,Guwahati,adira75@yahoo.com,Payment Pending,2023-08-13
Ratta-Buch,9825,"Frozen Berries (e.g., strawberries, blueberries)",P015,242,494.65,"H.No. 209, Sidhu Road, South Dumdum-051829",Chhattisgarh,05718799048,Raipur,zaindhar@yahoo.com,Payment Pending,2020-02-02
"Tella, Andra and Grover",6879,Frozen French Fries,P005,65,398.43,"H.No. 57, Kapoor, Bhind 628107",Jharkhand,+919806267178,Rampur,yasminkari@lal.org,Payment Paid,2023-01-29
Ratta-Buch,9477,Frozen French Fries,P005,352,182.32,"35/99, Chander Nagar, Nandyal-262408",West Bengal,05275717736,Pallavaram,srinivasrania@hotmail.com,Payment Paid,2020-09-29
Sehgal and Sons,9293,Green Peas,P004,29,387.62,"16/75, Chada Street, Rajahmundry-494877",West Bengal,+910606262806,Kadapa,xkar@yahoo.com,Payment Paid,2022-09-14
Deo Ltd,9757,Sweet Corn,P001,215,36.67,"45, Dave Marg, Anantapur-327081",Odisha,+914056243918,Hindupur,benriya@choudhury.com,Payment Pending,2021-10-31
Sehgal and Sons,7202,Chicken Nuggets,P010,130,242.76,"H.No. 083, Khalsa Path, Jamalpur 725624",Jharkhand,8819419027,Jaunpur,kondayuvraj@hotmail.com,Payment Paid,2020-01-05
Deo Ltd,5674,Sweet Corn,P001,463,255.63,"79/570, Vaidya Circle, Indore-138544",Tripura,7610150210,Hindupur,gangulymisha@dar.com,Payment Pending,2023-08-08
Ratta-Buch,9995,Paneer (Cottage Cheese),P008,404,12.17,"H.No. 532, Atwal Ganj, Ambattur 202035",Himachal Pradesh,+918168556266,Bhiwani,vritika39@warrior.info,Payment Pending,2022-05-18
Ratta-Buch,9852,Frozen Mixed Vegetables,P009,228,303.88,"H.No. 941, Varughese Nagar, Korba-410609",Tripura,6689935723,Rohtak,umang73@gmail.com,Payment Pending,2020-12-29
